comm_id,comm_name,comm_age,Community Shutdown Date,Estimated Renewal Date,sso,migration,exec_spsr,acct_geo,sppt_tier,plat_tier,gold_tier,silv_tier,#_lang,Account: Type,Blogs,Contests,Ideas,LevelUp,Mobile,ActiveCast,Moderation Manager,Premium Gamification,Lithium Q&A,Ratings & Reviews,TKB,Salesforce.com,Video,SSO (Lithium),#_features
a0C00000002oMjF,America Movil - Embratel Brasil LSW,2.15,,12/26/16,0,0,1,LATAM,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002oMjA,America Movil - Embratel Brasil,2.15,,12/26/16,1,0,1,LATAM,Gold,0,1,0,1,Customer,1,0,0,0,1,0,1,0,0,0,1,0,0,0,4
a0C00000002eLcF,Webcentral Community,2.65,9/2/15,10/1/14,1,0,1,APAC,Gold,0,1,0,1,Canceled Customer,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4
a0C00000002eLcA,Melbourne IT Community,2.65,1/1/16,1/1/16,1,0,1,APAC,Gold,0,1,0,1,Canceled Customer,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4
a0C00000000VFV8,Blackberry Support - Bahasa,5.13,,4/1/17,0,0,1,North America,Platinum,1,0,0,2,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002oLOH,Orange Espana LSW,2.15,,1/1/15,0,0,1,EMEA,Gold,0,1,0,1,Customer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
a0C00000002oLO7,Orange Espana,2.15,,2/29/16,0,0,1,EMEA,Gold,0,1,0,1,Customer,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
a0C00000002oD7T,ooredoo,2.19,,12/17/15,0,0,1,EMEA,Gold,0,1,0,1,Customer,1,1,0,1,1,0,1,0,0,0,1,0,0,0,6
a0C00000002dwLo,Axiom Telecom LSW (Shifra),2.67,6/26/15,6/26/15,0,0,1,EMEA,Gold,0,1,0,1,Canceled Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002dwLe,Axiom Telecom Community #2 (Shifra),2.67,6/26/15,6/26/15,1,0,1,EMEA,Gold,0,1,0,1,Canceled Customer,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4
a0C00000002dwLZ,Axiom Telecom Community #1 (Shifra),2.67,6/26/15,6/26/15,1,0,1,EMEA,Gold,0,1,0,1,Canceled Customer,0,0,1,0,1,0,1,0,0,0,1,0,0,1,5
a0C00000002hibD,Telefonica O2 Germany Dev,2.49,,,1,0,1,EMEA,Gold,0,1,0,2,Canceled Customer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
a0C000000011A96,Bombardier BRP Dealer Community,4.62,,7/29/17,1,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,1,1,0,1,0,0,0,1,1,1,7
a0C00000000U4Ri,Blackberry  Support - Spanish,5.42,,4/1/17,0,0,1,North America,Platinum,1,0,0,2,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000002mA8W,Gartner Dev (unpaid) (Stage only),2.45,,,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,0,1,0,1,0,1,0,7
a0C00000000U4Rd,Blackberry  Support - German,5.42,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000000U4RY,Blackberry  Support - Italian,5.42,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000000U4RT,Blackberry  Support - Chinese,5.42,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000000U4RO,Blackberry  Support - Brazilian Portuguese,5.42,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000002LeMm,du Support Community,3.01,,2/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,1,0,0,1,0,0,1,5
a0C00000000Eveo,iVillage Inc.,6.19,10/17/12,,0,0,1,North America,NA,0,0,0,1,Canceled Customer,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
a0C00000000TXOL,Blackberry  Support - French,5.57,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
a0C00000000GGD0,Telefonica O2 Germany,5.79,,3/1/15,1,0,1,EMEA,Gold,0,1,0,2,Canceled Customer,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
a0C00000001cozc,Virgin Mobile Australia,3.95,,4/13/18,0,0,1,APAC,Platinum,1,0,0,1,Customer,1,0,0,1,1,1,0,0,0,0,1,0,0,1,6
a0C000000014Tja,Rogers DM- Today's Parent,4.52,2/9/15,9/22/14,1,0,1,North America,Gold,0,1,0,1,Other,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
a0C000000012S45,O2 UK Support,4.58,,1/6/16,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
a0C00000000GMT8,Telefonica de Espana,5.75,,1/1/16,1,0,1,EMEA,Gold,0,1,0,2,Customer,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3
a0C00000000GLVU,Telefonica O2 Ireland,5.76,,6/24/15,1,0,1,EMEA,Gold,0,1,0,1,Customer,1,0,1,0,1,1,0,0,0,0,1,0,0,0,5
a0C00000000FuGD,iVillage UK,5.91,,1/31/14,0,0,1,North America,NA,0,0,0,2,Canceled Customer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
a0C00000000FuE7,Silverpop,5.91,,5/1/15,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
a0C610000038EaG,Microsoft Corp,0.18,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C61000004bovL,"Palo Alto Networks, Inc. Dev Instance #3",0.04,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,1,0,1,1,0,0,8
a0C61000004bovB,"Palo Alto Networks, Inc. Dev Instance #1",0.04,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,1,0,1,1,1,0,9
a0C61000004bovG,"Palo Alto Networks, Inc. Dev Instance #2",0.04,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,1,0,1,1,1,0,9
a0C61000003Ax5d,"Activision Publishing, Inc.",0.07,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,0,0,1,0,0,1,0,0,0,1,0,0,5
a0C00000003Mpro,National Australia Bank LSW,1.42,,,0,0,1,APAC,Silver,0,0,1,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NnP9,Microsoft Azure LSW,0.33,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NnOz,Microsoft Azure,0.33,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C00000003Nn00,Starbucks Corporation LSW,0.35,,,0,1,1,North America,Platinum,1,0,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NYHr,SAS Institute Inc.,0.87,,,1,1,1,North America,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5
a0C00000002yUMq,KPN Business Forum,1.61,,12/31/15,0,0,1,EMEA,Platinum,1,0,0,2,Customer,1,0,1,0,1,0,0,1,0,0,1,1,0,0,6
a0C00000003NPNs,Vodafone Portugal LSW,1.00,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NCDB,Brooks Running,1.08,,3/21/18,1,1,1,North America,Gold,0,1,0,1,Customer,1,1,0,0,1,0,1,1,0,1,0,0,0,0,6
a0C00000003NCCw,Brooks Running LSW,1.08,,3/21/18,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NgFr,Vodafone Group Global Skin,0.55,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,1,1,1,1,1,1,0,0,0,0,0,8
a0C00000003Nfp5,Airbnb LSW,0.57,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002wcBg,Microstrategy Incorporated LSW,1.74,,7/29/15,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002bSI2,Royal Bank of Scotland Natwest Brands Community,2.73,,7/1/14,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4
a0C00000003NfoX,Airbnb Community,0.57,,,1,1,1,North America,Platinum,1,0,0,12,Customer,1,1,1,1,1,1,1,1,0,0,1,0,0,0,9
a0C00000002wcBb,Microstrategy Incorporated,1.74,,7/30/17,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,1,0,1,0,0,0,6
a0C00000002bSHx,Royal Bank of Scotland RBS Community,2.73,,7/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4
a0C00000002aCGA,Skype Customer Staging Only (UNPAID),2.76,,6/1/14,1,0,1,North America,Platinum,1,0,0,11,Customer,1,1,1,1,1,0,0,0,0,0,1,0,0,1,7
a0C00000002vyd3,Hewlett-Packard Pronq,1.81,,4/25/15,1,0,1,North America,NA,0,0,0,1,Customer,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
a0C00000002XuMj,HP Marketing Blogs Sandbox only,2.82,10/22/13,10/14/14,0,0,1,North America,NA,0,0,0,3,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000002WtM8,Orange France - Entraide Community,2.84,,4/30/16,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,0,0,1,0,0,1,0,0,0,7
a0C00000001JGOM,Vodafone Additional Development,4.31,4/1/13,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000001JAmb,Vodafone Turkey,4.31,,8/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000001JAmW,Vodafone Greece,4.31,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000001IuRi,Vodafone Hungary,4.32,9/24/15,8/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000000EWRe,HP Print Community,6.33,9/1/12,,0,0,1,North America,NA,0,0,0,1,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000000EWRZ,HP Software Solutions,6.33,7/14/11,,0,0,1,North America,NA,0,0,0,1,Customer,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4
a0C00000003N1NY,Vodafone NL LSW,1.25,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000001DA20,Vodacom,4.37,,8/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
a0C00000000DgN6,PayPal Merchant Japan,7.98,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002h2jL,Vodafone Xone,2.58,,,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5
a0C00000000DgN1,PayPal - Merchant,7.98,,,0,0,1,North America,Gold,0,1,0,1,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000000DgMw,PayPal - Developer,7.98,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000001C5zM,Vodafone Germany,4.41,,8/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
a0C00000003NbRZ,Skype Technologies  LSW,0.74,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003Nb1J,PayPal LSW,0.75,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002fNMq,Orange France LSW,2.63,4/30/16,9/18/16,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C000000025DbR,Vodafone New Zealand,3.42,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000000ENYg,HP Campaign,6.43,,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000003NZoB,Microsoft Corp BI LSW,0.82,,,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NZo6,Microsoft Corp BI,0.82,,,0,1,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,1,7
a0C000000023NOn,Xfactor - Fox,3.47,,,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
a0C00000000pULK,HP IPG SPS (Printing) Community,4.83,9/1/12,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000pAyf,HP Input Output Community,4.84,11/5/13,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000003NZlb,Palo Alto Networks LSW,0.82,,4/30/17,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NZlW,Palo Alto Networks,0.82,,4/30/17,1,1,1,North America,Platinum,1,0,0,2,Customer,1,1,1,0,1,0,0,1,1,0,1,1,1,0,9
a0C00000000ivqo,HP IPG Elevation,4.91,,,0,0,1,North America,NA,0,0,0,1,Customer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
a0C00000000EFAt,HP Support Guru,6.61,9/19/13,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000001x01U,Fox Scout.com #5,3.63,,,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8
a0C00000001x01P,Fox Scout.com #4,3.63,,,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8
a0C00000001x01K,Fox Scout.com #3,3.63,,,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8
a0C00000001x01F,Fox Scout.com #2,3.63,,,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8
a0C00000000hHXR,HP SMB Central,4.97,5/31/13,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000WLI2,Vodafone Spain,5.07,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
a0C00000000WLHx,Vodafone Netherland,5.07,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,2,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
a0C00000003Nk6v,AirBnb Development Instance,0.42,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,1,1,0,0,1,0,0,0,7
a0C00000002oMj5,eBay Dev,2.15,,3/23/14,0,0,1,North America,Platinum,1,0,0,1,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000003NjgB,Skype Technologies Responsive Beta,0.44,,,1,0,1,North America,Platinum,1,0,0,11,Customer,1,0,1,0,1,0,0,1,0,0,1,0,0,1,6
a0C00000000VEZl,HP Brand Community,5.14,12/14/11,,0,0,1,North America,NA,0,0,0,1,Customer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
a0C00000003NiL3,Microsoft Corp (Office 365),0.48,,,0,0,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C00000002y1LK,Microsoft Corp LSW,1.64,,7/25/17,0,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003N7bL,Royal Bank of Scotland BizCrowd,1.13,,1/9/17,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,1,0,0,1,1,0,1,0,0,0,6
a0C00000000V8hT,Skype - Customer,5.18,,8/6/15,1,0,1,North America,Platinum,1,0,0,11,Customer,1,0,1,0,1,0,0,1,1,1,1,0,0,1,8
a0C00000000V8hO,Skype - Developer,5.18,,3/1/15,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,0,1,1,0,0,0,0,1,0,0,1,6
a0C00000002mUmg,KPN DEV (paid) (stage only),2.41,,9/30/14,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
a0C00000002VKk7,Orange France - SOSH (Add'l Staging),2.88,7/10/13,,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,0,1,1,0,0,0,0,1,0,1,0,7
a0C00000002Snz1,eBay #14 India-IN,2.94,,,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Snyw,eBay #13 Australia-EN,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002MZIg,eBay #3 Canada-FR,2.99,,7/1/16,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Ecj2,SRR - Societe Reunionnaise du Radiotelephone,3.18,10/28/15,1/27/15,1,0,1,EMEA,Gold,0,1,0,1,Canceled Customer,1,0,0,0,1,1,1,0,0,0,1,0,0,0,5
a0C00000000UAcX,KPN,5.39,,1/31/15,1,0,1,EMEA,Platinum,1,0,0,2,Customer,1,0,0,1,1,0,0,1,0,1,1,1,0,0,7
a0C00000000E4xi,Paypal - Beta,6.94,,,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002Snyr,eBay #12 Poland-PL,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Snyn,eBay #11 Netherlands-NL,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Snym,eBay #10 Italy-IT,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002MZIb,eBay #2 Canada-EN,2.99,,7/1/16,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002MZIW,eBay #1 US,2.99,,7/1/16,1,0,1,North America,Platinum,1,0,0,1,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000001UwAu,Fox American Idol,4.07,,7/1/14,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,1,0,9
a0C00000000wlku,Orange France - SOSH,4.62,,4/29/16,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,0,1,1,0,1,0,0,1,0,1,0,8
a0C00000002Snyh,eBay #9 France-FR,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Snyc,eBay #8 Spain-ES,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002SnyX,eBay #7 Germany-DE,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002FXS8,American Eagle Outfitters,3.15,,7/1/14,0,0,1,North America,Gold,0,1,0,1,Canceled Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000002AaeX,Royal Bank of Scotland Social Web,3.28,,1/2/14,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002AaeS,Dish Networks Social Web,3.28,,1/23/16,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002AaeN,Hewlett Packard - Social Web,3.28,5/1/14,10/14/14,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
a0C00000000Tvnq,HP Cloud Computing,5.46,11/9/12,,0,0,1,North America,NA,0,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002SnyS,eBay #6 Belgium-NL (Dutch),2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002SnyI,eBay #5 Belgium-FR,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002Sny3,eBay #4 UK,2.94,,,1,0,1,North America,Platinum,1,0,0,2,Customer,1,0,1,1,1,0,0,0,1,0,1,0,0,0,6
a0C00000002L3c8,Vodafone Albania,3.02,,8/1/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,0,1,0,0,0,0,0,0,0,5
a0C00000001vcUA,Vodafone Ireland,3.66,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,1,7
a0C00000000tUR5,HP China Blogs,4.71,2/14/13,,0,0,1,North America,NA,0,0,0,2,Customer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
a0C00000000rxze,Vodafone Demo,4.75,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6
a0C00000000r4ZZ,Vodafone Romania,4.78,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,1,8
a0C00000001VVwX,Fox Scout.com #1,4.05,,7/1/14,1,0,1,North America,Platinum,1,0,0,1,Canceled Customer,1,1,1,1,1,1,1,0,1,0,0,0,1,0,9
a0C00000000UKU4,Vodafone Portugal,5.35,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,2,Customer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
a0C00000000UKTz,Vodafone UK,5.35,,8/1/15,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8
a0C00000000E8Uc,PayPal - Member,6.82,,9/1/15,0,0,1,North America,Gold,0,1,0,10,Customer,0,1,0,1,1,1,0,1,0,0,0,0,0,0,5
a0C00000000UC65,Vodafone Group,5.39,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,1,1,0,0,0,1,0,0,0,8
a0C00000000UAch,Paypal Advantage,5.39,,9/1/15,0,0,1,North America,Gold,0,1,0,5,Customer,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
a0C61000002R2ki,Vodafone Ireland LSW,0.26,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C610000038MrA,Microsoft Corp- Partner Network,0.17,,,0,1,1,North America,Platinum,1,0,0,1,Customer,1,1,1,0,1,0,0,1,0,0,1,0,0,0,6
a0C610000038Mrl,Microsoft Corp- Partner Network LSW,0.17,,,0,1,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NnBu,Leroy Merlin Espana S.L.U. Stage only,0.34,4/30/16,,0,0,1,EMEA,Gold,0,1,0,1,Customer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a0C00000003NX0q,Fitbit LSW,0.90,,5/31/16,0,0,1,North America,Gold,0,1,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000DhCn,Symantec - Norton,7.89,,9/30/14,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),1,0,1,0,1,0,0,0,0,0,0,0,0,0,3
a0C00000000Dfep,Symantec - Internal (Read-only),8.03,3/8/13,3/31/14,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000002vyct,SFR Dev (Redesign),1.81,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,1,1,1,1,0,1,1,1,1,1,0,0,0,10
a0C00000000DgTY,Symantec - Beta,7.96,,,0,0,1,North America,Gold,0,1,0,1,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000000DgNa,Symantec - STN,7.98,,,0,0,1,North America,Gold,0,1,0,5,Customer (LSW),1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
a0C00000000DgE1,Linksys - Portuguese,8.00,,2/22/14,1,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000DgE0,Linksys - German,8.00,,2/22/14,1,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000DgDz,Linksys - Italian,8.00,,2/22/14,1,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000DgDv,Linksys - French,8.00,,2/22/14,1,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000DgDu,Linksys - Spanish,8.00,,2/22/14,1,0,1,North America,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
a0C00000000EJg0,giffgaff,6.50,,2/1/16,1,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,1,1,1,0,0,0,1,1,0,0,1,8
a0C00000000EEHz,Symantec - Norton French,6.64,,9/30/14,0,0,1,North America,Gold,0,1,0,2,Customer (LSW),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003Nlva,giffgaff Ltd LSW,0.38,,,0,0,1,EMEA,Platinum,1,0,0,1,Customer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a0C00000003NZi4,Cultura,0.82,,,0,0,1,EMEA,Gold,0,1,0,1,Customer,1,1,1,0,1,0,0,1,0,0,0,0,0,0,5
a0C00000002oMil,SFR Atelier,2.15,,9/15/15,0,0,1,EMEA,Platinum,1,0,0,1,Customer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
